Run,TrajectoryPositionNoise,Protocol,Metric,Value
59,3,UWGS,Skew,14.4475
61,3,UWGS,Offset,1072.31
61,3,UWGS,Skew,43.264
63,3,UWGS,Offset,4100.07
63,3,UWGS,Skew,147.017
62,3,UWGS,Offset,1480.07
62,3,UWGS,Skew,49.7538
64,3,UWGS,Offset,571.697
64,3,UWGS,Skew,0.785973
65,3,UWGS,Offset,650.789
65,3,UWGS,Skew,96.7754
67,3,UWGS,Offset,3750.66
67,3,UWGS,Skew,114.045
66,3,UWGS,Offset,2545.07
66,3,UWGS,Skew,37.2247
69,3,UWGS,Offset,1380.77
69,3,UWGS,Skew,3.5345
68,3,UWGS,Offset,2410.78
68,3,UWGS,Skew,10.0811
70,3,UWGS,Offset,285.831
70,3,UWGS,Skew,2.84842
71,3,UWGS,Offset,2412.9
71,3,UWGS,Skew,125.477
72,3,UWGS,Offset,6334.11
72,3,UWGS,Skew,525.233
73,3,UWGS,Offset,480.777
73,3,UWGS,Skew,30.8146
75,3,UWGS,Offset,2308.79
75,3,UWGS,Skew,53.5974
74,3,UWGS,Offset,3308.44
74,3,UWGS,Skew,136.172
76,3,UWGS,Offset,2353.5
76,3,UWGS,Skew,103.683
77,3,UWGS,Offset,83.3566
77,3,UWGS,Skew,51.0822
78,3,UWGS,Offset,844.232
78,3,UWGS,Skew,40.5135
79,3,UWGS,Offset,734.534
79,3,UWGS,Skew,30.7733
80,3,UWGS,Offset,2606.95
80,3,UWGS,Skew,65.0002
81,3,UWGS,Offset,5531.46
81,3,UWGS,Skew,162.681
82,3,UWGS,Offset,39965.3
82,3,UWGS,Skew,3013.56
84,3,UWGS,Offset,2594.17
84,3,UWGS,Skew,79.6381
83,3,UWGS,Offset,461.735
83,3,UWGS,Skew,70.4084
85,3,UWGS,Offset,2547.38
85,3,UWGS,Skew,127.608
87,3,UWGS,Offset,3360.95
87,3,UWGS,Skew,102.643
86,3,UWGS,Offset,1447.1
86,3,UWGS,Skew,46.3918
88,3,UWGS,Offset,1421.06
88,3,UWGS,Skew,86.7108
89,3,UWGS,Offset,365.853
89,3,UWGS,Skew,0.0591811
90,3,UWGS,Offset,2502.88
90,3,UWGS,Skew,13.4223
91,3,UWGS,Offset,6562.45
91,3,UWGS,Skew,262.067
93,3,UWGS,Offset,3478.73
93,3,UWGS,Skew,179.445
94,3,UWGS,Offset,1247.37
94,3,UWGS,Skew,89.7363
92,3,UWGS,Offset,390.386
92,3,UWGS,Skew,52.2677
95,3,UWGS,Offset,5034.22
95,3,UWGS,Skew,123.187
96,3,UWGS,Offset,1219.78
96,3,UWGS,Skew,19.7708
97,3,UWGS,Offset,3205.16
97,3,UWGS,Skew,150.421
98,3,UWGS,Offset,793.534
98,3,UWGS,Skew,49.3889
99,3,UWGS,Offset,457.566
99,3,UWGS,Skew,42.2283
100,3,UWGS,Offset,4389.88
100,3,UWGS,Skew,73.9647
102,3,UWGS,Offset,1819.16
102,3,UWGS,Skew,6.62485
101,3,UWGS,Offset,3327.63
101,3,UWGS,Skew,93.8145
103,3,UWGS,Offset,1635.44
103,3,UWGS,Skew,2.72357
105,3,UWGS,Offset,916.391
105,3,UWGS,Skew,77.624
104,3,UWGS,Offset,3779.23
104,3,UWGS,Skew,118.494
106,3,UWGS,Offset,3022.64
106,3,UWGS,Skew,117.303
107,3,UWGS,Offset,3126.87
107,3,UWGS,Skew,62.7786
109,3,UWGS,Offset,751.982
109,3,UWGS,Skew,48.8555
108,3,UWGS,Offset,5017.48
108,3,UWGS,Skew,248.228
110,3,UWGS,Offset,212.456
110,3,UWGS,Skew,18.4251
111,3,UWGS,Offset,1321.42
111,3,UWGS,Skew,103.357
112,3,UWGS,Offset,8494.66
112,3,UWGS,Skew,185.797
114,3,UWGS,Offset,3486.03
114,3,UWGS,Skew,169.302
113,3,UWGS,Offset,1975.61
113,3,UWGS,Skew,72.9317
115,3,UWGS,Offset,909.417
115,3,UWGS,Skew,111.226
117,3,UWGS,Offset,1030.25
117,3,UWGS,Skew,72.218
116,3,UWGS,Offset,946.98
116,3,UWGS,Skew,48.1887
118,3,UWGS,Offset,73.0361
118,3,UWGS,Skew,38.7938
120,3,UWGS,Offset,1010.46
120,3,UWGS,Skew,43.6191
119,3,UWGS,Offset,666.011
119,3,UWGS,Skew,87.1822
121,3,UWGS,Offset,1401.94
121,3,UWGS,Skew,126.222
122,3,UWGS,Offset,898.187
122,3,UWGS,Skew,18.0943
123,3,UWGS,Offset,3726.92
123,3,UWGS,Skew,80.3997
124,3,UWGS,Offset,6047.86
124,3,UWGS,Skew,647.836
125,3,UWGS,Offset,3189.8
125,3,UWGS,Skew,70.783
126,3,UWGS,Offset,1264.33
126,3,UWGS,Skew,29.7997
127,3,UWGS,Offset,2434.57
127,3,UWGS,Skew,3.64315
128,3,UWGS,Offset,817.022
128,3,UWGS,Skew,20.8476
130,3,UWGS,Offset,610.311
130,3,UWGS,Skew,65.6398
129,3,UWGS,Offset,1999.31
129,3,UWGS,Skew,114.295
131,3,UWGS,Offset,2794.17
131,3,UWGS,Skew,154.91
132,3,UWGS,Offset,1124.3
132,3,UWGS,Skew,23.669
133,3,UWGS,Offset,3282.01
133,3,UWGS,Skew,133.245
134,3,UWGS,Offset,956.512
134,3,UWGS,Skew,59.7923
135,3,UWGS,Offset,46.5218
135,3,UWGS,Skew,35.9858
136,3,UWGS,Offset,2088.01
136,3,UWGS,Skew,50.9578
137,3,UWGS,Offset,3448.79
137,3,UWGS,Skew,91.9762
139,3,UWGS,Offset,1165.36
139,3,UWGS,Skew,35.3762
138,3,UWGS,Offset,15331.3
138,3,UWGS,Skew,564.891
140,3,UWGS,Offset,1510.46
140,3,UWGS,Skew,71.731
142,3,UWGS,Offset,3011.55
142,3,UWGS,Skew,69.3709
141,3,UWGS,Offset,1096.86
141,3,UWGS,Skew,67.2698
143,3,UWGS,Offset,1464.15
143,3,UWGS,Skew,3.28639
144,3,UWGS,Offset,2683.83
144,3,UWGS,Skew,131.214
145,3,UWGS,Offset,4784.44
145,3,UWGS,Skew,256.549
147,3,UWGS,Offset,761.951
147,3,UWGS,Skew,33.3376
146,3,UWGS,Offset,27.667
146,3,UWGS,Skew,19.6598
148,3,UWGS,Offset,1010.38
148,3,UWGS,Skew,8.95931
149,3,UWGS,Offset,463.995
149,3,UWGS,Skew,36.4186
150,3,UWGS,Offset,861.706
150,3,UWGS,Skew,99.1006
152,3,UWGS,Offset,6352.83
152,3,UWGS,Skew,334.755
151,3,UWGS,Offset,739.536
151,3,UWGS,Skew,104.523
154,3,UWGS,Offset,4242.36
154,3,UWGS,Skew,226.062
153,3,UWGS,Offset,114167
153,3,UWGS,Skew,6940.16
155,3,UWGS,Offset,6286.85
155,3,UWGS,Skew,275.861
157,3,UWGS,Offset,2355.14
157,3,UWGS,Skew,41.9343
156,3,UWGS,Offset,3423.31
156,3,UWGS,Skew,132.3
158,3,UWGS,Offset,12289.6
158,3,UWGS,Skew,525.558
159,3,UWGS,Offset,2040.75
159,3,UWGS,Skew,62.5844
160,3,UWGS,Offset,3688
160,3,UWGS,Skew,8.57084
161,3,UWGS,Offset,6496.05
161,3,UWGS,Skew,89.6282
162,3,UWGS,Offset,244.227
162,3,UWGS,Skew,62.6507
163,3,UWGS,Offset,13411.8
163,3,UWGS,Skew,519.078
164,3,UWGS,Offset,1146.06
164,3,UWGS,Skew,26.0954
165,3,UWGS,Offset,33778.9
165,3,UWGS,Skew,1872.75
166,3,UWGS,Offset,863.355
166,3,UWGS,Skew,39.4916
167,3,UWGS,Offset,3104.51
167,3,UWGS,Skew,31.5724
168,3,UWGS,Offset,1692.24
168,3,UWGS,Skew,29.3652
169,3,UWGS,Offset,155.017
169,3,UWGS,Skew,40.5392
170,3,UWGS,Offset,154.384
170,3,UWGS,Skew,50.397
172,3,UWGS,Offset,4731.88
172,3,UWGS,Skew,198.386
171,3,UWGS,Offset,622.417
171,3,UWGS,Skew,93.746
174,3,UWGS,Offset,4388.8
174,3,UWGS,Skew,159.306
173,3,UWGS,Offset,1350.98
173,3,UWGS,Skew,50.9467
175,3,UWGS,Offset,3195.5
175,3,UWGS,Skew,182.109
177,3,UWGS,Offset,18977.6
177,3,UWGS,Skew,49.1462
176,3,UWGS,Offset,360.25
176,3,UWGS,Skew,51.9332
178,3,UWGS,Offset,2612.97
178,3,UWGS,Skew,121.146
179,3,UWGS,Offset,19576
179,3,UWGS,Skew,805.607
180,3,UWGS,Offset,2568.28
180,3,UWGS,Skew,131.784
181,3,UWGS,Offset,2384.15
181,3,UWGS,Skew,117.421
182,3,UWGS,Offset,138.945
182,3,UWGS,Skew,42.2372
183,3,UWGS,Offset,4049.19
183,3,UWGS,Skew,177.83
184,3,UWGS,Offset,2171.41
184,3,UWGS,Skew,11.2669
185,3,UWGS,Offset,30.8466
185,3,UWGS,Skew,110.861
186,3,UWGS,Offset,521.712
186,3,UWGS,Skew,149.978
187,3,UWGS,Offset,7572.41
187,3,UWGS,Skew,255.983
188,3,UWGS,Offset,2136.88
188,3,UWGS,Skew,122.619
189,3,UWGS,Offset,107.397
189,3,UWGS,Skew,3.53859
190,3,UWGS,Offset,2274.1
190,3,UWGS,Skew,55.3034
192,3,UWGS,Offset,3053.48
192,3,UWGS,Skew,115.556
193,3,UWGS,Offset,1516.94
193,3,UWGS,Skew,14.1147
191,3,UWGS,Offset,4706.82
191,3,UWGS,Skew,153.484
194,3,UWGS,Offset,2603.22
194,3,UWGS,Skew,95.9117
195,3,UWGS,Offset,106.151
195,3,UWGS,Skew,17.7509
196,3,UWGS,Offset,3027.71
196,3,UWGS,Skew,111.107
198,3,UWGS,Offset,1179.09
198,3,UWGS,Skew,5.90155
197,3,UWGS,Offset,2334.46
197,3,UWGS,Skew,26.9977
199,3,UWGS,Offset,3821.5
199,3,UWGS,Skew,130.419
200,3,UWGS,Offset,2513.34
200,3,UWGS,Skew,98.0489
201,3,UWGS,Offset,3170.16
201,3,UWGS,Skew,108.64
202,3,UWGS,Offset,2538
202,3,UWGS,Skew,15.0461
204,3,UWGS,Offset,1420.05
204,3,UWGS,Skew,4.04495
205,3,UWGS,Offset,2895.3
205,3,UWGS,Skew,74.8093
203,3,UWGS,Offset,1840.78
203,3,UWGS,Skew,72.5643
206,3,UWGS,Offset,41069.6
206,3,UWGS,Skew,1683.37
207,3,UWGS,Offset,1024.67
207,3,UWGS,Skew,101.587
208,3,UWGS,Offset,884.356
208,3,UWGS,Skew,74.5833
209,3,UWGS,Offset,1305.9
209,3,UWGS,Skew,31.8594
211,3,UWGS,Offset,2935.33
211,3,UWGS,Skew,69.8751
210,3,UWGS,Offset,663.388
210,3,UWGS,Skew,34.9656
212,3,UWGS,Offset,973.846
212,3,UWGS,Skew,43.621
213,3,UWGS,Offset,3615.3
213,3,UWGS,Skew,96.0652
214,3,UWGS,Offset,2514.7
214,3,UWGS,Skew,77.9419
216,3,UWGS,Offset,33101.3
216,3,UWGS,Skew,8795.91
217,3,UWGS,Offset,4640.23
217,3,UWGS,Skew,231.176
215,3,UWGS,Offset,2066.17
215,3,UWGS,Skew,14.2005
218,3,UWGS,Offset,1543.93
218,3,UWGS,Skew,5.34746
219,3,UWGS,Offset,3256.15
219,3,UWGS,Skew,142.326
220,3,UWGS,Offset,356.344
220,3,UWGS,Skew,22.0809
221,3,UWGS,Offset,646.864
221,3,UWGS,Skew,24.2938
222,3,UWGS,Offset,8609.45
222,3,UWGS,Skew,371.698
223,3,UWGS,Offset,1159.15
223,3,UWGS,Skew,74.1325
225,3,UWGS,Offset,5300.61
225,3,UWGS,Skew,206.058
226,3,UWGS,Offset,1125.12
226,3,UWGS,Skew,133.758
224,3,UWGS,Offset,3075.27
224,3,UWGS,Skew,67.6629
227,3,UWGS,Offset,807.187
227,3,UWGS,Skew,12.1795
228,3,UWGS,Offset,709.697
228,3,UWGS,Skew,15.4451
229,3,UWGS,Offset,668.104
229,3,UWGS,Skew,24.0695
231,3,UWGS,Offset,703.967
231,3,UWGS,Skew,12.0879
232,3,UWGS,Offset,1848.58
232,3,UWGS,Skew,16.6763
230,3,UWGS,Offset,5435.97
230,3,UWGS,Skew,83.4913
233,3,UWGS,Offset,1063.85
233,3,UWGS,Skew,14.7588
234,3,UWGS,Offset,2705.54
234,3,UWGS,Skew,100.069
235,3,UWGS,Offset,3636.08
235,3,UWGS,Skew,90.8265
237,3,UWGS,Offset,720.139
237,3,UWGS,Skew,56.0986
236,3,UWGS,Offset,1455.54
236,3,UWGS,Skew,4.32985
239,3,UWGS,Offset,2263.63
239,3,UWGS,Skew,3.07772
238,3,UWGS,Offset,822.085
238,3,UWGS,Skew,8.89372
240,3,UWGS,Offset,2578.3
240,3,UWGS,Skew,79.3462
241,3,UWGS,Offset,1984.67
241,3,UWGS,Skew,144.841
242,3,UWGS,Offset,2146.67
242,3,UWGS,Skew,81.0612
243,3,UWGS,Offset,1735.06
243,3,UWGS,Skew,96.0115
244,3,UWGS,Offset,4427.38
244,3,UWGS,Skew,381.499
245,3,UWGS,Offset,4974.88
245,3,UWGS,Skew,404.766
246,3,UWGS,Offset,897.883
246,3,UWGS,Skew,6.28199
247,3,UWGS,Offset,2397.31
247,3,UWGS,Skew,59.8836
248,3,UWGS,Offset,8101.31
248,3,UWGS,Skew,285.554
249,3,UWGS,Offset,279.969
249,3,UWGS,Skew,19.9135
251,3,UWGS,Offset,94.219
251,3,UWGS,Skew,29.5514
250,3,UWGS,Offset,1452.79
250,3,UWGS,Skew,183.947
253,3,UWGS,Offset,2118.95
253,3,UWGS,Skew,183.013
252,3,UWGS,Offset,401.711
252,3,UWGS,Skew,12.7921
254,3,UWGS,Offset,2921.05
254,3,UWGS,Skew,171.134
255,3,UWGS,Offset,779.086
255,3,UWGS,Skew,13.365
257,3,UWGS,Offset,2019.82
257,3,UWGS,Skew,195.548
256,3,UWGS,Offset,122.341
256,3,UWGS,Skew,53.1404
258,3,UWGS,Offset,3412.58
258,3,UWGS,Skew,83.9662
259,3,UWGS,Offset,1893.35
259,3,UWGS,Skew,54.6509
260,3,UWGS,Offset,458.565
260,3,UWGS,Skew,25.3285
261,3,UWGS,Offset,3800.47
261,3,UWGS,Skew,124.803
262,3,UWGS,Offset,3335.51
262,3,UWGS,Skew,113.326
263,3,UWGS,Offset,2234.31
263,3,UWGS,Skew,58.0073
264,3,UWGS,Offset,1552.25
264,3,UWGS,Skew,88.1859
265,3,UWGS,Offset,1179.22
265,3,UWGS,Skew,66.1974
266,3,UWGS,Offset,3903.4
266,3,UWGS,Skew,123.144
267,3,UWGS,Offset,258.681
267,3,UWGS,Skew,4.59907
268,3,UWGS,Offset,981.853
268,3,UWGS,Skew,1.40199
270,3,UWGS,Offset,922.364
270,3,UWGS,Skew,27.5965
271,3,UWGS,Offset,2300.5
271,3,UWGS,Skew,157.489
269,3,UWGS,Offset,7066.55
269,3,UWGS,Skew,268.743
272,3,UWGS,Offset,366.355
272,3,UWGS,Skew,38.2435
273,3,UWGS,Offset,2391.82
273,3,UWGS,Skew,29.5785
274,3,UWGS,Offset,4530.46
274,3,UWGS,Skew,114.309
276,3,UWGS,Offset,3120.73
276,3,UWGS,Skew,96.7413
275,3,UWGS,Offset,847.838
275,3,UWGS,Skew,37.4044
277,3,UWGS,Offset,379.376
277,3,UWGS,Skew,53.7957
278,3,UWGS,Offset,2829.08
278,3,UWGS,Skew,162.423
279,3,UWGS,Offset,1831.11
279,3,UWGS,Skew,61.1979
280,3,UWGS,Offset,1929.32
280,3,UWGS,Skew,77.417
281,3,UWGS,Offset,4671.02
281,3,UWGS,Skew,218.482
282,3,UWGS,Offset,3596.99
282,3,UWGS,Skew,147.234
283,3,UWGS,Offset,987.004
283,3,UWGS,Skew,21.2246
284,3,UWGS,Offset,1684.7
284,3,UWGS,Skew,19.8758
285,3,UWGS,Offset,9858.56
285,3,UWGS,Skew,344.737
286,3,UWGS,Offset,1033.37
286,3,UWGS,Skew,14.7613
287,3,UWGS,Offset,2757.67
287,3,UWGS,Skew,78.9177
289,3,UWGS,Offset,2544.11
289,3,UWGS,Skew,158.67
288,3,UWGS,Offset,2216.56
288,3,UWGS,Skew,135.778
290,3,UWGS,Offset,1614.47
290,3,UWGS,Skew,21.3317
291,3,UWGS,Offset,2764.25
291,3,UWGS,Skew,187.42
294,3,UWGS,Offset,77.5486
294,3,UWGS,Skew,1.85612
295,3,UWGS,Offset,19675.6
295,3,UWGS,Skew,879.985
292,3,UWGS,Offset,961.052
292,3,UWGS,Skew,81.193
293,3,UWGS,Offset,2067.35
293,3,UWGS,Skew,182.928
296,3,UWGS,Offset,7220.51
296,3,UWGS,Skew,315.21
297,3,UWGS,Offset,2209.37
297,3,UWGS,Skew,46.9979
298,3,UWGS,Offset,1418.9
298,3,UWGS,Skew,32.6349
299,3,UWGS,Offset,3923.26
299,3,UWGS,Skew,216.075
300,3,UWGS,Offset,1200.19
300,3,UWGS,Skew,68.0202
301,3,UWGS,Offset,4051.15
301,3,UWGS,Skew,224.17
302,3,UWGS,Offset,220.783
302,3,UWGS,Skew,32.8877
304,3,UWGS,Offset,1776.1
304,3,UWGS,Skew,29.9112
305,3,UWGS,Offset,2540.1
305,3,UWGS,Skew,80.0787
303,3,UWGS,Offset,2503.35
303,3,UWGS,Skew,112.547
306,3,UWGS,Offset,1431.96
306,3,UWGS,Skew,55.9514
307,3,UWGS,Offset,2042.89
307,3,UWGS,Skew,94.827
309,3,UWGS,Offset,208.557
309,3,UWGS,Skew,25.9152
308,3,UWGS,Offset,1085.52
308,3,UWGS,Skew,14.5821
310,3,UWGS,Offset,2169.83
310,3,UWGS,Skew,41.4962
311,3,UWGS,Offset,327.894
311,3,UWGS,Skew,61.2408
313,3,UWGS,Offset,280.168
313,3,UWGS,Skew,21.0645
312,3,UWGS,Offset,2704.42
312,3,UWGS,Skew,262.522
314,3,UWGS,Offset,368.648
314,3,UWGS,Skew,6.45527
315,3,UWGS,Offset,2059.61
315,3,UWGS,Skew,138.824
316,3,UWGS,Offset,7413.25
316,3,UWGS,Skew,454.757
318,3,UWGS,Offset,1245.6
318,3,UWGS,Skew,29.6949
317,3,UWGS,Offset,84.1342
317,3,UWGS,Skew,133.879
319,3,UWGS,Offset,5034.16
319,3,UWGS,Skew,104.748
320,3,UWGS,Offset,3307.6
320,3,UWGS,Skew,180.361
321,3,UWGS,Offset,2560.97
321,3,UWGS,Skew,106.151
323,3,UWGS,Offset,114.47
323,3,UWGS,Skew,9.46757
322,3,UWGS,Offset,4551.25
322,3,UWGS,Skew,218.261
324,3,UWGS,Offset,2512.39
324,3,UWGS,Skew,125.157
325,3,UWGS,Offset,912.89
325,3,UWGS,Skew,60.6304
326,3,UWGS,Offset,3401.24
326,3,UWGS,Skew,131.122
327,3,UWGS,Offset,459.146
327,3,UWGS,Skew,43.2824
329,3,UWGS,Offset,2091.15
329,3,UWGS,Skew,23.3719
328,3,UWGS,Offset,1653.9
328,3,UWGS,Skew,44.301
330,3,UWGS,Offset,727.842
330,3,UWGS,Skew,55.7786
331,3,UWGS,Offset,123.93
331,3,UWGS,Skew,146.243
332,3,UWGS,Offset,17.2811
332,3,UWGS,Skew,16.3422
333,3,UWGS,Offset,736.972
333,3,UWGS,Skew,20.0049
334,3,UWGS,Offset,487.336
334,3,UWGS,Skew,66.458
335,3,UWGS,Offset,3342.89
335,3,UWGS,Skew,173.786
336,3,UWGS,Offset,1129.96
336,3,UWGS,Skew,29.8052
338,3,UWGS,Offset,1795.45
338,3,UWGS,Skew,25.1116
337,3,UWGS,Offset,1905.28
337,3,UWGS,Skew,84.499
340,3,UWGS,Offset,2473.99
340,3,UWGS,Skew,96.6642
339,3,UWGS,Offset,8831.48
339,3,UWGS,Skew,78.8631
341,3,UWGS,Offset,384.121
341,3,UWGS,Skew,83.1111
342,3,UWGS,Offset,20528.4
342,3,UWGS,Skew,905.291
343,3,UWGS,Offset,485.864
343,3,UWGS,Skew,2.97692
344,3,UWGS,Offset,1437.11
344,3,UWGS,Skew,92.2814
345,3,UWGS,Offset,840.043
345,3,UWGS,Skew,2.73246
347,3,UWGS,Offset,3214.48
347,3,UWGS,Skew,108.228
346,3,UWGS,Offset,1166.52
346,3,UWGS,Skew,49.1923
348,3,UWGS,Offset,4608.02
348,3,UWGS,Skew,20.0457
350,3,UWGS,Offset,2749.44
350,3,UWGS,Skew,41.0164
349,3,UWGS,Offset,1825.02
349,3,UWGS,Skew,57.3948
351,3,UWGS,Offset,2437.22
351,3,UWGS,Skew,72.2558
353,3,UWGS,Offset,401.062
353,3,UWGS,Skew,50.3762
352,3,UWGS,Offset,1837.73
352,3,UWGS,Skew,81.1046
354,3,UWGS,Offset,836.814
354,3,UWGS,Skew,75.2347
355,3,UWGS,Offset,65.5874
355,3,UWGS,Skew,24.0944
356,3,UWGS,Offset,2351.62
356,3,UWGS,Skew,10.0784
357,3,UWGS,Offset,1224.53
357,3,UWGS,Skew,16.4721
358,3,UWGS,Offset,266.31
358,3,UWGS,Skew,98.8009
361,3,UWGS,Offset,1442.8
361,3,UWGS,Skew,114.105
359,3,UWGS,Offset,6724.34
359,3,UWGS,Skew,322.223
362,3,UWGS,Offset,112.94
362,3,UWGS,Skew,59.0102
360,3,UWGS,Offset,2169.11
360,3,UWGS,Skew,180.74
363,3,UWGS,Offset,1740.95
363,3,UWGS,Skew,13.3535
364,3,UWGS,Offset,1046.45
364,3,UWGS,Skew,33.5473
365,3,UWGS,Offset,186.263
365,3,UWGS,Skew,30.6166
367,3,UWGS,Offset,2516.39
367,3,UWGS,Skew,10.3266
366,3,UWGS,Offset,513.851
366,3,UWGS,Skew,11.0737
368,3,UWGS,Offset,3958
368,3,UWGS,Skew,103.634
369,3,UWGS,Offset,133568
369,3,UWGS,Skew,8614.74
370,3,UWGS,Offset,2633.78
370,3,UWGS,Skew,105.888
371,3,UWGS,Offset,404.221
371,3,UWGS,Skew,11.5539
372,3,UWGS,Offset,421.933
372,3,UWGS,Skew,89.1711
374,3,UWGS,Offset,656.012
374,3,UWGS,Skew,3.00228
373,3,UWGS,Offset,1700.01
373,3,UWGS,Skew,77.6746
375,3,UWGS,Offset,149.182
375,3,UWGS,Skew,11.8147
376,3,UWGS,Offset,3339.21
376,3,UWGS,Skew,234.321
378,3,UWGS,Offset,348.936
378,3,UWGS,Skew,2.74977
379,3,UWGS,Offset,1554.94
379,3,UWGS,Skew,45.1932
380,3,UWGS,Offset,1178.23
380,3,UWGS,Skew,10.8651
377,3,UWGS,Offset,1107.98
377,3,UWGS,Skew,59.5049
381,3,UWGS,Offset,3845.9
381,3,UWGS,Skew,0.684225
382,3,UWGS,Offset,767.059
382,3,UWGS,Skew,40.3211
385,3,UWGS,Offset,406.901
385,3,UWGS,Skew,143.577
384,3,UWGS,Offset,811.056
384,3,UWGS,Skew,52.5304
383,3,UWGS,Offset,1158.33
383,3,UWGS,Skew,33.673
386,3,UWGS,Offset,1181.96
386,3,UWGS,Skew,52.169
387,3,UWGS,Offset,5650.96
387,3,UWGS,Skew,145.395
388,3,UWGS,Offset,1075.05
388,3,UWGS,Skew,33.2954
390,3,UWGS,Offset,2031.85
390,3,UWGS,Skew,73.054
389,3,UWGS,Offset,409.767
389,3,UWGS,Skew,21.4541
392,3,UWGS,Offset,1694.78
392,3,UWGS,Skew,35.7486
391,3,UWGS,Offset,2800.15
391,3,UWGS,Skew,53.7963
393,3,UWGS,Offset,2309.34
393,3,UWGS,Skew,23.1946
394,3,UWGS,Offset,4236.34
394,3,UWGS,Skew,122.148
395,3,UWGS,Offset,1279.58
395,3,UWGS,Skew,43.6161
396,3,UWGS,Offset,498.717
396,3,UWGS,Skew,70.2082
397,3,UWGS,Offset,3997.59
397,3,UWGS,Skew,144.933
398,3,UWGS,Offset,1605.66
398,3,UWGS,Skew,108.711
399,3,UWGS,Offset,1283.37
399,3,UWGS,Skew,110.871
400,3,UWGS,Offset,2518.36
400,3,UWGS,Skew,64.6889
401,3,UWGS,Offset,4530.22
401,3,UWGS,Skew,111.544
403,3,UWGS,Offset,1692.93
403,3,UWGS,Skew,59.8457
405,3,UWGS,Offset,1612.08
405,3,UWGS,Skew,25.7527
404,3,UWGS,Offset,3616.25
404,3,UWGS,Skew,147.95
402,3,UWGS,Offset,6112.11
402,3,UWGS,Skew,202.046
406,3,UWGS,Offset,1474.17
406,3,UWGS,Skew,82.0599
408,3,UWGS,Offset,1374.57
408,3,UWGS,Skew,19.8328
407,3,UWGS,Offset,2289.73
407,3,UWGS,Skew,136.281
409,3,UWGS,Offset,3329.7
409,3,UWGS,Skew,6.54898
410,3,UWGS,Offset,3099.65
410,3,UWGS,Skew,142.469
411,3,UWGS,Offset,1539.58
411,3,UWGS,Skew,42.1684
412,3,UWGS,Offset,3056.98
412,3,UWGS,Skew,67.2457
413,3,UWGS,Offset,4025.81
413,3,UWGS,Skew,6.12809
414,3,UWGS,Offset,1544.14
414,3,UWGS,Skew,16.8259
415,3,UWGS,Offset,708.574
415,3,UWGS,Skew,91.9447
416,3,UWGS,Offset,310.821
416,3,UWGS,Skew,7.03218
417,3,UWGS,Offset,1078.21
417,3,UWGS,Skew,57.0278
418,3,UWGS,Offset,4100.43
418,3,UWGS,Skew,242.25
419,3,UWGS,Offset,659.135
419,3,UWGS,Skew,1.69895
421,3,UWGS,Offset,1420.03
421,3,UWGS,Skew,50.0441
420,3,UWGS,Offset,2725.04
420,3,UWGS,Skew,72.5164
422,3,UWGS,Offset,4612.63
422,3,UWGS,Skew,108.153
423,3,UWGS,Offset,28006.4
423,3,UWGS,Skew,1141.8
425,3,UWGS,Offset,1094.03
425,3,UWGS,Skew,52.6445
424,3,UWGS,Offset,2131.48
424,3,UWGS,Skew,32.3791
427,3,UWGS,Offset,201.944
427,3,UWGS,Skew,57.5313
426,3,UWGS,Offset,1256.24
426,3,UWGS,Skew,90.936
428,3,UWGS,Offset,5303.37
428,3,UWGS,Skew,157.032
429,3,UWGS,Offset,1873.09
429,3,UWGS,Skew,47.69
430,3,UWGS,Offset,2928.36
430,3,UWGS,Skew,40.2062
431,3,UWGS,Offset,523.048
431,3,UWGS,Skew,17.4326
432,3,UWGS,Offset,75.6289
432,3,UWGS,Skew,86.4937
433,3,UWGS,Offset,1965.75
433,3,UWGS,Skew,178.172
434,3,UWGS,Offset,2045.88
434,3,UWGS,Skew,28.5822
435,3,UWGS,Offset,2229.77
435,3,UWGS,Skew,134.856
436,3,UWGS,Offset,208.956
436,3,UWGS,Skew,13.1007
437,3,UWGS,Offset,5205.44
437,3,UWGS,Skew,297.471
438,3,UWGS,Offset,1083.94
438,3,UWGS,Skew,4.37421
440,3,UWGS,Offset,13616.4
440,3,UWGS,Skew,5.72425
439,3,UWGS,Offset,1361.57
439,3,UWGS,Skew,130.157
441,3,UWGS,Offset,2000.24
441,3,UWGS,Skew,44.293
442,3,UWGS,Offset,477.096
442,3,UWGS,Skew,1.71084
443,3,UWGS,Offset,400.772
443,3,UWGS,Skew,79.0396
444,3,UWGS,Offset,1156.16
444,3,UWGS,Skew,37.4966
445,3,UWGS,Offset,883.734
445,3,UWGS,Skew,115.387
446,3,UWGS,Offset,1037.24
446,3,UWGS,Skew,6.97905
447,3,UWGS,Offset,2582.84
447,3,UWGS,Skew,111.653
448,3,UWGS,Offset,1579.9
448,3,UWGS,Skew,19.2448
449,3,UWGS,Offset,23.6195
449,3,UWGS,Skew,23.0505
450,3,UWGS,Offset,455.527
450,3,UWGS,Skew,23.6566
451,3,UWGS,Offset,2219.68
451,3,UWGS,Skew,24.5552
452,3,UWGS,Offset,2037.8
452,3,UWGS,Skew,134.707
453,3,UWGS,Offset,689.631
453,3,UWGS,Skew,3.79967
454,3,UWGS,Offset,1799.92
454,3,UWGS,Skew,156.916
455,3,UWGS,Offset,931.891
455,3,UWGS,Skew,20.6339
